SKU_NAME,FEED_DATE,VIEWS,UNITS
B11:4F6680,6/4/2019,5,0
B11:4F6680,6/5/2019,11,0
B11:4F6680,6/6/2019,13,0
B11:4F6680,6/7/2019,9,0
B11:4F6680,6/8/2019,7,0
B11:4F6680,6/9/2019,8,0
B11:4F6680,6/10/2019,8,0
B11:4F6680,6/11/2019,9,0
B11:4F6680,6/12/2019,11,0
B11:4F6680,6/13/2019,17,0
B11:4F6680,6/14/2019,18,0
B11:4F6680,6/15/2019,11,0
B11:4F6680,6/16/2019,8,0
B11:4F6680,6/17/2019,5,0
B11:4F6680,6/18/2019,7,0
B11:4F6680,6/19/2019,13,0
B11:4F6680,6/20/2019,18,0
B11:4F6680,6/21/2019,23,0
B11:4F6680,6/22/2019,10,0
B11:4F6680,6/23/2019,10,0
B11:4F6680,6/24/2019,10,0
B11:4F6680,6/25/2019,11,0
B11:4F6680,6/26/2019,17,0
B11:4F6680,6/27/2019,7,0
B11:4F6680,6/28/2019,12,0
B11:4F6680,6/29/2019,16,0
B11:4F6680,6/30/2019,14,0
B11:4F6680,7/1/2019,15,0
B11:4F6680,7/2/2019,11,0
B11:4F6680,7/3/2019,3,0
B11:4F6680,7/4/2019,15,0
B11:4F6680,7/5/2019,12,0
B11:4F6680,7/6/2019,14,0
B11:4F6680,7/7/2019,14,0
B11:4F6680,7/8/2019,15,0
B11:4F6680,7/9/2019,18,0
B11:4F6680,7/10/2019,8,0
B11:4F6680,7/11/2019,17,0
B11:4F6680,7/12/2019,14,0
B11:4F6680,7/13/2019,19,0
B11:4F6680,7/14/2019,9,0
B11:4F6680,7/15/2019,19,0
B11:4F6680,7/16/2019,20,0
B11:4F6680,7/17/2019,15,0
B11:4F6680,7/18/2019,16,0
B11:4F6680,7/19/2019,17,0
B11:4F6680,7/20/2019,15,0
B11:4F6680,7/21/2019,13,0
B11:4F6680,7/22/2019,16,0
B11:4F6680,7/23/2019,9,0
B11:4F6680,7/24/2019,12,0
B11:4F6680,7/25/2019,6,0
B11:4F6680,7/26/2019,9,0
B11:4F6680,7/27/2019,11,0
B11:4F6680,7/28/2019,13,0
B11:4F6680,7/29/2019,10,0
B11:4F6680,7/30/2019,13,0
B11:4F6680,7/31/2019,13,0
B11:4F6680,8/1/2019,17,0
B11:4F6680,8/2/2019,4,0
B11:4F6680,8/3/2019,5,0
B11:4F6680,8/4/2019,15,0
B11:4F6680,8/5/2019,7,0
B11:4F6680,8/6/2019,12,0
B11:4F6680,8/7/2019,12,0
B11:4F6680,8/8/2019,12,0
B11:4F6680,8/9/2019,5,0
B11:4F6680,8/10/2019,7,0
B11:4F6680,8/11/2019,8,0
B11:4F6680,8/12/2019,16,0
B11:4F6680,8/13/2019,7,0
B11:4F6680,8/14/2019,6,0
B11:4F6680,8/15/2019,14,0
B11:4F6680,8/16/2019,14,0
B11:4F6680,8/17/2019,15,0
B11:4F6680,8/18/2019,11,0
B11:4F6680,8/19/2019,15,0
B11:4F6680,8/20/2019,10,0
B11:4F6680,8/21/2019,15,0
B11:4F6680,8/22/2019,14,0
B11:4F6680,8/23/2019,10,0
B11:4F6680,8/24/2019,10,0
B11:4F6680,8/25/2019,11,0
B11:4F6680,8/26/2019,13,0
B11:4F6680,8/27/2019,9,0
B11:4F6680,8/28/2019,15,0
B11:4F6680,8/29/2019,13,0
B11:4F6680,8/30/2019,13,0
B11:4F6680,8/31/2019,16,0
D20:5I8Z8W,5/1/2019,578,0
D20:5I8Z8W,5/2/2019,722,0
D20:5I8Z8W,5/3/2019,544,0
D20:5I8Z8W,5/4/2019,238,3
D20:5I8Z8W,5/5/2019,247,3
D20:5I8Z8W,5/6/2019,646,1
D20:5I8Z8W,5/7/2019,608,8
D20:5I8Z8W,5/8/2019,689,1
D20:5I8Z8W,5/9/2019,732,0
D20:5I8Z8W,5/10/2019,530,34
D20:5I8Z8W,5/11/2019,282,0
D20:5I8Z8W,5/12/2019,248,0
D20:5I8Z8W,5/13/2019,626,8
D20:5I8Z8W,5/14/2019,692,0
D20:5I8Z8W,5/15/2019,660,0
D20:5I8Z8W,5/16/2019,657,46
D20:5I8Z8W,5/17/2019,473,8
D20:5I8Z8W,5/18/2019,252,1
D20:5I8Z8W,5/19/2019,352,2
D20:5I8Z8W,5/20/2019,562,4
D20:5I8Z8W,5/21/2019,619,1
D20:5I8Z8W,5/22/2019,704,0
D20:5I8Z8W,5/23/2019,705,1
D20:5I8Z8W,5/24/2019,481,5
D20:5I8Z8W,5/25/2019,232,1
D20:5I8Z8W,5/26/2019,263,2
D20:5I8Z8W,5/27/2019,364,0
D20:5I8Z8W,5/28/2019,648,4
D20:5I8Z8W,5/29/2019,653,35
D20:5I8Z8W,5/30/2019,628,16
D20:5I8Z8W,5/31/2019,504,28
D20:5I8Z8W,6/1/2019,203,0
D20:5I8Z8W,6/2/2019,272,3
D20:5I8Z8W,6/3/2019,572,3
D20:5I8Z8W,6/4/2019,621,3
D20:5I8Z8W,6/5/2019,609,8
D20:5I8Z8W,6/6/2019,598,6
D20:5I8Z8W,6/7/2019,476,16
D20:5I8Z8W,6/8/2019,280,9
D20:5I8Z8W,6/9/2019,243,2
D20:5I8Z8W,6/10/2019,593,8
D20:5I8Z8W,6/11/2019,672,26
D20:5I8Z8W,6/12/2019,547,28
D20:5I8Z8W,6/13/2019,552,13
D20:5I8Z8W,6/14/2019,553,19
D20:5I8Z8W,6/15/2019,266,6
D20:5I8Z8W,6/16/2019,256,9
D20:5I8Z8W,6/17/2019,593,14
D20:5I8Z8W,6/18/2019,573,33
D20:5I8Z8W,6/19/2019,607,46
D20:5I8Z8W,6/20/2019,667,25
D20:5I8Z8W,6/21/2019,495,35
D20:5I8Z8W,6/22/2019,264,7
D20:5I8Z8W,6/23/2019,235,5
D20:5I8Z8W,6/24/2019,651,26
D20:5I8Z8W,6/25/2019,647,24
D20:5I8Z8W,6/26/2019,651,27
D20:5I8Z8W,6/27/2019,602,29
D20:5I8Z8W,6/28/2019,472,24
D20:5I8Z8W,6/29/2019,262,8
D20:5I8Z8W,6/30/2019,268,-7
D20:5I8Z8W,7/1/2019,473,11
D20:5I8Z8W,7/2/2019,506,0
D20:5I8Z8W,7/3/2019,485,15
D20:5I8Z8W,7/4/2019,289,5
D20:5I8Z8W,7/5/2019,328,12
D20:5I8Z8W,7/6/2019,242,3
D20:5I8Z8W,7/7/2019,228,3
D20:5I8Z8W,7/8/2019,548,31
D20:5I8Z8W,7/9/2019,718,25
D20:5I8Z8W,7/10/2019,675,19
D20:5I8Z8W,7/11/2019,810,43
D20:5I8Z8W,7/12/2019,524,7
D20:5I8Z8W,7/13/2019,223,3
D20:5I8Z8W,7/14/2019,307,0
D20:5I8Z8W,7/15/2019,976,8
D20:5I8Z8W,7/16/2019,886,16
D20:5I8Z8W,7/17/2019,781,6
D20:5I8Z8W,7/18/2019,731,2
D20:5I8Z8W,7/19/2019,542,10
D20:5I8Z8W,7/20/2019,219,1
D20:5I8Z8W,7/21/2019,327,2
D20:5I8Z8W,7/22/2019,639,2
D20:5I8Z8W,7/23/2019,687,1
D20:5I8Z8W,7/24/2019,599,1
D20:5I8Z8W,7/25/2019,689,0
D20:5I8Z8W,7/26/2019,498,0
D20:5I8Z8W,7/27/2019,244,0
D20:5I8Z8W,7/28/2019,257,0
D20:5I8Z8W,7/29/2019,591,6
D20:5I8Z8W,7/30/2019,590,1
D20:5I8Z8W,7/31/2019,578,0
D20:5I8Z8W,8/1/2019,645,0
D20:5I8Z8W,8/2/2019,506,3
D20:5I8Z8W,8/3/2019,209,2
D20:5I8Z8W,8/4/2019,219,1
D20:5I8Z8W,8/5/2019,634,4
D20:5I8Z8W,8/6/2019,631,21
D20:5I8Z8W,8/7/2019,634,13
D20:5I8Z8W,8/8/2019,632,14
D20:5I8Z8W,8/9/2019,488,8
D20:5I8Z8W,8/10/2019,266,0
D20:5I8Z8W,8/11/2019,231,5
D20:5I8Z8W,8/12/2019,639,20
D20:5I8Z8W,8/13/2019,665,30
D20:5I8Z8W,8/14/2019,603,31
D20:5I8Z8W,8/15/2019,700,18
D20:5I8Z8W,8/16/2019,501,24
D20:5I8Z8W,8/17/2019,227,0
D20:5I8Z8W,8/18/2019,280,3
D20:5I8Z8W,8/19/2019,628,35
D20:5I8Z8W,8/20/2019,603,6
D20:5I8Z8W,8/21/2019,599,18
D20:5I8Z8W,8/22/2019,680,11
D20:5I8Z8W,8/23/2019,495,8
D20:5I8Z8W,8/24/2019,267,1
D20:5I8Z8W,8/25/2019,248,1
D20:5I8Z8W,8/26/2019,580,17
D20:5I8Z8W,8/27/2019,622,37
D20:5I8Z8W,8/28/2019,606,1
D20:5I8Z8W,8/29/2019,527,21
D20:5I8Z8W,8/30/2019,415,28
D20:5I8Z8W,8/31/2019,201,5
D2097WM9JS,5/1/2019,1497,97
D2097WM9JS,5/2/2019,1479,113
D2097WM9JS,5/3/2019,1325,64
D2097WM9JS,5/4/2019,1365,82
D2097WM9JS,5/5/2019,1432,78
D2097WM9JS,5/6/2019,1458,78
D2097WM9JS,5/7/2019,1426,59
D2097WM9JS,5/8/2019,1637,53
D2097WM9JS,5/9/2019,1339,114
D2097WM9JS,5/10/2019,1479,105
D2097WM9JS,5/11/2019,1435,76
D2097WM9JS,5/12/2019,2072,91
D2097WM9JS,5/13/2019,1713,124
D2097WM9JS,5/14/2019,1718,69
D2097WM9JS,5/15/2019,1659,145
D2097WM9JS,5/16/2019,1536,125
D2097WM9JS,5/17/2019,1471,112
D2097WM9JS,5/18/2019,1824,100
D2097WM9JS,5/19/2019,1725,145
D2097WM9JS,5/20/2019,1975,137
D2097WM9JS,5/21/2019,23545,3297
D2097WM9JS,5/22/2019,6066,117
D2097WM9JS,5/23/2019,2600,128
D2097WM9JS,5/24/2019,2250,132
D2097WM9JS,5/25/2019,2038,93
D2097WM9JS,5/26/2019,1844,93
D2097WM9JS,5/27/2019,2013,101
D2097WM9JS,5/28/2019,1950,123
D2097WM9JS,5/29/2019,1925,144
D2097WM9JS,5/30/2019,1868,108
D2097WM9JS,5/31/2019,1921,131
D2097WM9JS,6/1/2019,1888,123
D2097WM9JS,6/2/2019,2038,77
D2097WM9JS,6/3/2019,7420,36
D2097WM9JS,6/4/2019,3923,156
D2097WM9JS,6/5/2019,2561,174
D2097WM9JS,6/6/2019,2036,163
D2097WM9JS,6/7/2019,1788,124
D2097WM9JS,6/8/2019,1702,116
D2097WM9JS,6/9/2019,1658,117
D2097WM9JS,6/10/2019,1664,125
D2097WM9JS,6/11/2019,1691,125
D2097WM9JS,6/12/2019,2002,98
D2097WM9JS,6/13/2019,2018,79
D2097WM9JS,6/14/2019,1860,150
D2097WM9JS,6/15/2019,1808,144
D2097WM9JS,6/16/2019,1886,105
D2097WM9JS,6/17/2019,2106,163
D2097WM9JS,6/18/2019,2126,181
D2097WM9JS,6/19/2019,1941,143
D2097WM9JS,6/20/2019,2807,128
D2097WM9JS,6/21/2019,2009,0
D2097WM9JS,6/22/2019,1828,-3
D2097WM9JS,6/23/2019,1965,101
D2097WM9JS,6/24/2019,1888,68
D2097WM9JS,6/25/2019,1772,121
D2097WM9JS,6/26/2019,1677,109
D2097WM9JS,6/27/2019,1735,76
D2097WM9JS,6/28/2019,1611,119
D2097WM9JS,6/29/2019,1821,3
D2097WM9JS,6/30/2019,1432,98
D2097WM9JS,7/1/2019,1863,108
D2097WM9JS,7/2/2019,1911,95
D2097WM9JS,7/3/2019,2011,150
D2097WM9JS,7/4/2019,2505,138
D2097WM9JS,7/5/2019,2256,213
D2097WM9JS,7/6/2019,2026,196
D2097WM9JS,7/7/2019,2013,140
D2097WM9JS,7/8/2019,3684,76
D2097WM9JS,7/9/2019,2298,169
D2097WM9JS,7/10/2019,2080,127
D2097WM9JS,7/11/2019,2072,152
D2097WM9JS,7/12/2019,2176,147
D2097WM9JS,7/13/2019,1918,75
D2097WM9JS,7/14/2019,2335,171
D2097WM9JS,7/15/2019,7633,613
D2097WM9JS,7/16/2019,4646,500
D2097WM9JS,7/17/2019,2490,127
D2097WM9JS,7/18/2019,2089,153
D2097WM9JS,7/19/2019,2490,162
D2097WM9JS,7/20/2019,1876,127
D2097WM9JS,7/21/2019,1763,100
D2097WM9JS,7/22/2019,2027,154
D2097WM9JS,7/23/2019,2071,92
D2097WM9JS,7/24/2019,1885,157
D2097WM9JS,7/25/2019,1959,141
D2097WM9JS,7/26/2019,1725,120
D2097WM9JS,7/27/2019,1546,71
D2097WM9JS,7/28/2019,2433,5
D2097WM9JS,7/29/2019,2547,0
D2097WM9JS,7/30/2019,1702,0
D2097WM9JS,7/31/2019,1709,3
D2097WM9JS,8/1/2019,1616,0
D2097WM9JS,8/2/2019,1597,23
D2097WM9JS,8/3/2019,1328,111
D2097WM9JS,8/4/2019,1488,36
D2097WM9JS,8/5/2019,1727,60
D2097WM9JS,8/6/2019,1563,43
D2097WM9JS,8/7/2019,1957,3
D2097WM9JS,8/8/2019,2373,0
D2097WM9JS,8/9/2019,1872,2
D2097WM9JS,8/10/2019,1611,0
D2097WM9JS,8/11/2019,1655,1
D2097WM9JS,8/12/2019,1931,13
D2097WM9JS,8/13/2019,1856,98
D2097WM9JS,8/14/2019,1861,145
D2097WM9JS,8/15/2019,1962,155
D2097WM9JS,8/16/2019,1841,177
D2097WM9JS,8/17/2019,1895,37
D2097WM9JS,8/18/2019,1992,92
D2097WM9JS,8/19/2019,2141,85
D2097WM9JS,8/20/2019,2050,152
D2097WM9JS,8/21/2019,2080,183
D2097WM9JS,8/22/2019,2003,127
D2097WM9JS,8/23/2019,1991,216
D2097WM9JS,8/24/2019,1833,175
D2097WM9JS,8/25/2019,1887,178
D2097WM9JS,8/26/2019,1893,167
D2097WM9JS,8/27/2019,1968,150
D2097WM9JS,8/28/2019,1994,194
D2097WM9JS,8/29/2019,2094,159
D2097WM9JS,8/30/2019,2049,115
D2097WM9JS,8/31/2019,1676,167
C10:Y5JISK,5/1/2019,315,115
C10:Y5JISK,5/2/2019,284,49
C10:Y5JISK,5/3/2019,247,87
C10:Y5JISK,5/4/2019,97,11
C10:Y5JISK,5/5/2019,129,11
C10:Y5JISK,5/6/2019,309,59
C10:Y5JISK,5/7/2019,288,47
C10:Y5JISK,5/8/2019,328,68
C10:Y5JISK,5/9/2019,264,42
C10:Y5JISK,5/10/2019,239,53
C10:Y5JISK,5/11/2019,117,12
C10:Y5JISK,5/12/2019,117,11
C10:Y5JISK,5/13/2019,231,63
C10:Y5JISK,5/14/2019,258,113
C10:Y5JISK,5/15/2019,249,49
C10:Y5JISK,5/16/2019,258,84
C10:Y5JISK,5/17/2019,206,57
C10:Y5JISK,5/18/2019,79,10
C10:Y5JISK,5/19/2019,92,9
C10:Y5JISK,5/20/2019,220,34
C10:Y5JISK,5/21/2019,201,169
C10:Y5JISK,5/22/2019,256,53
C10:Y5JISK,5/23/2019,205,95
C10:Y5JISK,5/24/2019,195,44
C10:Y5JISK,5/25/2019,140,17
C10:Y5JISK,5/26/2019,145,7
C10:Y5JISK,5/27/2019,213,24
C10:Y5JISK,5/28/2019,240,65
C10:Y5JISK,5/29/2019,261,35
C10:Y5JISK,5/30/2019,235,78
C10:Y5JISK,5/31/2019,137,43
C10:Y5JISK,6/1/2019,106,8
C10:Y5JISK,6/2/2019,90,8
C10:Y5JISK,6/3/2019,172,68
C10:Y5JISK,6/4/2019,194,68
C10:Y5JISK,6/5/2019,180,66
C10:Y5JISK,6/6/2019,228,39
C10:Y5JISK,6/7/2019,135,20
C10:Y5JISK,6/8/2019,98,8
C10:Y5JISK,6/9/2019,101,8
C10:Y5JISK,6/10/2019,169,136
C10:Y5JISK,6/11/2019,230,-16
C10:Y5JISK,6/12/2019,187,60
C10:Y5JISK,6/13/2019,180,67
C10:Y5JISK,6/14/2019,140,28
C10:Y5JISK,6/15/2019,91,9
C10:Y5JISK,6/16/2019,74,3
C10:Y5JISK,6/17/2019,163,39
C10:Y5JISK,6/18/2019,163,53
C10:Y5JISK,6/19/2019,168,31
C10:Y5JISK,6/20/2019,212,62
C10:Y5JISK,6/21/2019,121,16
C10:Y5JISK,6/22/2019,81,4
C10:Y5JISK,6/23/2019,66,4
C10:Y5JISK,6/24/2019,162,20
C10:Y5JISK,6/25/2019,186,43
C10:Y5JISK,6/26/2019,154,28
C10:Y5JISK,6/27/2019,144,28
C10:Y5JISK,6/28/2019,139,22
C10:Y5JISK,6/29/2019,77,5
C10:Y5JISK,6/30/2019,67,6
C10:Y5JISK,7/1/2019,143,32
C10:Y5JISK,7/2/2019,144,18
C10:Y5JISK,7/3/2019,139,54
C10:Y5JISK,7/4/2019,52,8
C10:Y5JISK,7/5/2019,122,33
C10:Y5JISK,7/6/2019,91,10
C10:Y5JISK,7/7/2019,87,10
C10:Y5JISK,7/8/2019,144,30
C10:Y5JISK,7/9/2019,153,67
C10:Y5JISK,7/10/2019,188,42
C10:Y5JISK,7/11/2019,156,49
C10:Y5JISK,7/12/2019,154,34
C10:Y5JISK,7/13/2019,69,6
C10:Y5JISK,7/14/2019,96,4
C10:Y5JISK,7/15/2019,263,38
C10:Y5JISK,7/16/2019,272,32
C10:Y5JISK,7/17/2019,199,22
C10:Y5JISK,7/18/2019,166,53
C10:Y5JISK,7/19/2019,178,15
C10:Y5JISK,7/20/2019,91,11
C10:Y5JISK,7/21/2019,106,5
C10:Y5JISK,7/22/2019,182,52
C10:Y5JISK,7/23/2019,172,49
C10:Y5JISK,7/24/2019,177,29
C10:Y5JISK,7/25/2019,179,59
C10:Y5JISK,7/26/2019,141,34
C10:Y5JISK,7/27/2019,84,8
C10:Y5JISK,7/28/2019,92,8
C10:Y5JISK,7/29/2019,189,82
C10:Y5JISK,7/30/2019,139,44
C10:Y5JISK,7/31/2019,177,50
C10:Y5JISK,8/1/2019,165,39
C10:Y5JISK,8/2/2019,144,29
C10:Y5JISK,8/3/2019,77,7
C10:Y5JISK,8/4/2019,100,14
C10:Y5JISK,8/5/2019,154,45
C10:Y5JISK,8/6/2019,176,38
C10:Y5JISK,8/7/2019,197,54
C10:Y5JISK,8/8/2019,215,38
C10:Y5JISK,8/9/2019,201,28
C10:Y5JISK,8/10/2019,91,6
C10:Y5JISK,8/11/2019,101,10
C10:Y5JISK,8/12/2019,216,57
C10:Y5JISK,8/13/2019,169,80
C10:Y5JISK,8/14/2019,165,35
C10:Y5JISK,8/15/2019,188,47
C10:Y5JISK,8/16/2019,169,13
C10:Y5JISK,8/17/2019,93,10
C10:Y5JISK,8/18/2019,74,9
C10:Y5JISK,8/19/2019,194,42
C10:Y5JISK,8/20/2019,151,33
C10:Y5JISK,8/21/2019,158,84
C10:Y5JISK,8/22/2019,171,46
C10:Y5JISK,8/23/2019,119,9
C10:Y5JISK,8/24/2019,86,7
C10:Y5JISK,8/25/2019,93,7
C10:Y5JISK,8/26/2019,225,100
C10:Y5JISK,8/27/2019,199,42
C10:Y5JISK,8/28/2019,206,85
C10:Y5JISK,8/29/2019,157,27
C10:Y5JISK,8/30/2019,129,25
C10:Y5JISK,8/31/2019,65,19
D22:1F8F7B,5/1/2019,173,72
D22:1F8F7B,5/2/2019,154,21
D22:1F8F7B,5/3/2019,123,16
D22:1F8F7B,5/4/2019,59,1
D22:1F8F7B,5/5/2019,59,4
D22:1F8F7B,5/6/2019,134,27
D22:1F8F7B,5/7/2019,119,17
D22:1F8F7B,5/8/2019,109,19
D22:1F8F7B,5/9/2019,129,33
D22:1F8F7B,5/10/2019,136,34
D22:1F8F7B,5/11/2019,61,2
D22:1F8F7B,5/12/2019,74,3
D22:1F8F7B,5/13/2019,152,14
D22:1F8F7B,5/14/2019,151,15
D22:1F8F7B,5/15/2019,145,36
D22:1F8F7B,5/16/2019,156,29
D22:1F8F7B,5/17/2019,118,22
D22:1F8F7B,5/18/2019,64,5
D22:1F8F7B,5/19/2019,33,5
D22:1F8F7B,5/20/2019,99,28
D22:1F8F7B,5/21/2019,153,20
D22:1F8F7B,5/22/2019,139,30
D22:1F8F7B,5/23/2019,113,6
D22:1F8F7B,5/24/2019,111,7
D22:1F8F7B,5/25/2019,69,2
D22:1F8F7B,5/26/2019,47,3
D22:1F8F7B,5/27/2019,101,15
D22:1F8F7B,5/28/2019,130,8
D22:1F8F7B,5/29/2019,133,33
D22:1F8F7B,5/30/2019,142,38
D22:1F8F7B,5/31/2019,106,15
D22:1F8F7B,6/1/2019,59,4
D22:1F8F7B,6/2/2019,81,2
D22:1F8F7B,6/3/2019,128,30
D22:1F8F7B,6/4/2019,97,16
D22:1F8F7B,6/5/2019,105,18
D22:1F8F7B,6/6/2019,148,11
D22:1F8F7B,6/7/2019,109,18
D22:1F8F7B,6/8/2019,65,2
D22:1F8F7B,6/9/2019,89,6
D22:1F8F7B,6/10/2019,120,10
D22:1F8F7B,6/11/2019,139,20
D22:1F8F7B,6/12/2019,177,17
D22:1F8F7B,6/13/2019,152,15
D22:1F8F7B,6/14/2019,105,17
D22:1F8F7B,6/15/2019,72,3
D22:1F8F7B,6/16/2019,68,4
D22:1F8F7B,6/17/2019,134,7
D22:1F8F7B,6/18/2019,157,37
D22:1F8F7B,6/19/2019,138,35
D22:1F8F7B,6/20/2019,132,35
D22:1F8F7B,6/21/2019,132,22
D22:1F8F7B,6/22/2019,56,1
D22:1F8F7B,6/23/2019,62,2
D22:1F8F7B,6/24/2019,162,32
D22:1F8F7B,6/25/2019,175,29
D22:1F8F7B,6/26/2019,161,106
D22:1F8F7B,6/27/2019,125,18
D22:1F8F7B,6/28/2019,103,32
D22:1F8F7B,6/29/2019,51,0
D22:1F8F7B,6/30/2019,47,1
D22:1F8F7B,7/1/2019,136,34
D22:1F8F7B,7/2/2019,108,15
D22:1F8F7B,7/3/2019,108,81
D22:1F8F7B,7/4/2019,52,7
D22:1F8F7B,7/5/2019,76,16
D22:1F8F7B,7/6/2019,76,8
D22:1F8F7B,7/7/2019,49,5
D22:1F8F7B,7/8/2019,106,36
D22:1F8F7B,7/9/2019,108,26
D22:1F8F7B,7/10/2019,142,14
D22:1F8F7B,7/11/2019,139,19
D22:1F8F7B,7/12/2019,115,19
D22:1F8F7B,7/13/2019,61,7
D22:1F8F7B,7/14/2019,60,6
D22:1F8F7B,7/15/2019,215,17
D22:1F8F7B,7/16/2019,172,24
D22:1F8F7B,7/17/2019,181,24
D22:1F8F7B,7/18/2019,106,20
D22:1F8F7B,7/19/2019,127,16
D22:1F8F7B,7/20/2019,68,1
D22:1F8F7B,7/21/2019,68,3
D22:1F8F7B,7/22/2019,140,59
D22:1F8F7B,7/23/2019,152,42
D22:1F8F7B,7/24/2019,148,21
D22:1F8F7B,7/25/2019,171,39
D22:1F8F7B,7/26/2019,112,18
D22:1F8F7B,7/27/2019,85,9
D22:1F8F7B,7/28/2019,55,6
D22:1F8F7B,7/29/2019,123,50
D22:1F8F7B,7/30/2019,152,24
D22:1F8F7B,7/31/2019,114,26
D22:1F8F7B,8/1/2019,136,34
D22:1F8F7B,8/2/2019,123,29
D22:1F8F7B,8/3/2019,70,3
D22:1F8F7B,8/4/2019,99,4
D22:1F8F7B,8/5/2019,151,34
D22:1F8F7B,8/6/2019,138,18
D22:1F8F7B,8/7/2019,151,30
D22:1F8F7B,8/8/2019,133,13
D22:1F8F7B,8/9/2019,116,14
D22:1F8F7B,8/10/2019,89,9
D22:1F8F7B,8/11/2019,105,5
D22:1F8F7B,8/12/2019,152,23
D22:1F8F7B,8/13/2019,159,36
D22:1F8F7B,8/14/2019,149,21
D22:1F8F7B,8/15/2019,121,30
D22:1F8F7B,8/16/2019,113,14
D22:1F8F7B,8/17/2019,69,3
D22:1F8F7B,8/18/2019,77,8
D22:1F8F7B,8/19/2019,100,9
D22:1F8F7B,8/20/2019,113,25
D22:1F8F7B,8/21/2019,127,13
D22:1F8F7B,8/22/2019,172,17
D22:1F8F7B,8/23/2019,142,3
D22:1F8F7B,8/24/2019,104,2
D22:1F8F7B,8/25/2019,69,0
D22:1F8F7B,8/26/2019,179,17
D22:1F8F7B,8/27/2019,125,9
D22:1F8F7B,8/28/2019,137,27
D22:1F8F7B,8/29/2019,157,51
D22:1F8F7B,8/30/2019,113,28
D22:1F8F7B,8/31/2019,48,3
B00;3H5XG9,5/1/2019,101,0
B00;3H5XG9,5/2/2019,141,0
B00;3H5XG9,5/3/2019,128,0
B00;3H5XG9,5/4/2019,169,0
B00;3H5XG9,5/5/2019,159,0
B00;3H5XG9,5/6/2019,148,0
B00;3H5XG9,5/7/2019,147,0
B00;3H5XG9,5/8/2019,160,0
B00;3H5XG9,5/9/2019,119,0
B00;3H5XG9,5/10/2019,122,0
B00;3H5XG9,5/11/2019,94,0
B00;3H5XG9,5/12/2019,110,0
B00;3H5XG9,5/13/2019,152,0
B00;3H5XG9,5/14/2019,116,0
B00;3H5XG9,5/15/2019,114,0
B00;3H5XG9,5/17/2019,102,0
B00;3H5XG9,5/18/2019,116,0
B00;3H5XG9,5/19/2019,126,1
B00;3H5XG9,5/20/2019,152,1
B00;3H5XG9,5/21/2019,161,0
B00;3H5XG9,5/22/2019,137,0
B00;3H5XG9,5/23/2019,125,0
B00;3H5XG9,5/26/2019,113,0
B00;3H5XG9,5/27/2019,96,0
B00;3H5XG9,5/28/2019,154,0
B00;3H5XG9,5/29/2019,118,0
B00;3H5XG9,5/30/2019,115,0
B00;3H5XG9,5/31/2019,144,0
B00;3H5XG9,6/1/2019,99,0
B00;3H5XG9,6/4/2019,120,0
B00;3H5XG9,6/8/2019,93,0
B00;3H5XG9,6/9/2019,117,0
B00;3H5XG9,6/10/2019,140,0
B00;3H5XG9,6/11/2019,128,0
B00;3H5XG9,6/15/2019,116,0
B00;3H5XG9,6/16/2019,74,0
B00;3H5XG9,6/17/2019,174,0
B00;3H5XG9,6/18/2019,165,0
B00;3H5XG9,6/20/2019,145,0
B00;3H5XG9,6/22/2019,94,0
B00;3H5XG9,6/24/2019,205,0
B00;3H5XG9,6/25/2019,183,0
B00;3H5XG9,6/26/2019,182,0
B00;3H5XG9,6/27/2019,203,0
B00;3H5XG9,6/28/2019,174,0
B00;3H5XG9,7/16/2019,270,0
B00;3H5XG9,7/17/2019,183,0
B00;3H5XG9,7/18/2019,173,0
B00;3H5XG9,7/19/2019,182,0
B00;3H5XG9,7/21/2019,141,0
B00;3H5XG9,7/30/2019,171,0
B00;3H5XG9,7/31/2019,179,0
B00;3H5XG9,8/1/2019,196,0
B00;3H5XG9,8/2/2019,200,0
B00;3H5XG9,8/3/2019,149,0
B00;3H5XG9,8/4/2019,198,0
B00;3H5XG9,8/5/2019,237,0
B00;3H5XG9,8/6/2019,208,0
B00;3H5XG9,8/7/2019,217,0
B00;3H5XG9,8/8/2019,172,0
B00;3H5XG9,8/9/2019,209,0
B00;3H5XG9,8/11/2019,181,0
B00;3H5XG9,8/12/2019,247,0
B00;3H5XG9,8/14/2019,256,0
B00;3H5XG9,8/15/2019,233,0
B00;3H5XG9,8/23/2019,216,0
B00;3H5XG9,8/25/2019,176,0
B00;3H5XG9,8/28/2019,236,0
B00;3H5XG9,8/29/2019,192,0
B00;3H5XG9,8/30/2019,175,0
B00;3H5XG9,8/31/2019,185,0
C209:UNGR3,5/1/2019,260,0
C209:UNGR3,5/2/2019,223,0
C209:UNGR3,5/3/2019,249,0
C209:UNGR3,5/4/2019,190,0
C209:UNGR3,5/5/2019,221,0
C209:UNGR3,5/6/2019,199,0
C209:UNGR3,5/7/2019,265,0
C209:UNGR3,5/8/2019,242,0
C209:UNGR3,5/9/2019,224,0
C209:UNGR3,5/10/2019,234,0
C209:UNGR3,5/11/2019,201,0
C209:UNGR3,5/12/2019,215,0
C209:UNGR3,5/13/2019,199,0
C209:UNGR3,5/14/2019,232,0
C209:UNGR3,5/15/2019,207,0
C209:UNGR3,5/16/2019,247,0
